鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
新店區,房地(土地+建物)+車位,中興路一段151~180號,18.24,都市：其他:第四種住宅區,,,1100110,土地3建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0901226,191.95,4,2,2,有,有,25180000,151851,坡道平面,39.3,2000000,其他增建;,RPXOMLPLKHGGFCF58EA,104.84,0.0,13.29,有,
淡水區,房地(土地+建物)+車位,新市三路二段211~240號,10.34,都市：其他:第三之一種中心商業區,,,1091130,土地1建物1車位1,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,148.76,3,1,2,有,有,10500000,77346,坡道平面,30.46,1350000,,RPXOMLOLKHGGFEF68EA,68.8,5.92,3.98,有,
三重區,房地(土地+建物),仁政街201巷1~30號,8.31,都市：其他:商業區,,,1100119,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040430,82.80000000000001,2,2,1,有,有,11200000,135266,,0.0,0,,RPXNMLOLKHGGFGF78EA,50.42,4.49,3.04,有,406.0
中和區,房地(土地+建物),中正路751~780號,3.46,都市：其他:住宅區,,,1100101,土地3建物1車位0,二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850919,44.21,1,1,1,有,有,5200000,117620,,0.0,0,,RPQNMLOLKHGGFHF18EA,30.11,0.0,0.0,有,407.0
永和區,房地(土地+建物),環河西路二段241~270號,4.51,都市：其他:住宅區,,,1100125,土地1建物1車位0,六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910613,73.89,2,2,1,有,有,10980000,148599,,0.0,0,陽台外推;其他增建;,RPWNMLOLKHGGFHF78EA,49.36,2.43,4.68,有,
新店區,房地(土地+建物)+車位,達觀路8巷1~30號,51.06,,山坡地保育區,丙種建築用地,1100131,土地5建物1車位1,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850627,143.53,3,2,2,有,有,7000000,48770,坡道平面,0.0,0,,RPOOMLOLKHGGFCF47DA,73.02,0.0,12.6,有,
桃園區,房地(土地+建物),國際路一段1171~1200號,8.81,都市：其他:第二種住宅區,,,1091230,土地1建物1車位0,十層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861128,97.9,3,2,2,有,有,5600000,57201,,0.0,0,陽台外推;,RPSVNLSKKHGGFAH98DA,77.85,0.0,9.74,有,11.0
桃園區,房地(土地+建物)+車位,門街91~120號,15.28,都市：其他:住宅區,,,1090705,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,115.05,2,2,1,有,有,7680000,76681,坡道平面,35.76,1600000,預售屋、或土地及建物分次登記案件;,RPXVNLSKKHGGFAH86DA,50.66,0.0,3.25,有,12.0
桃園區,房地(土地+建物)+車位,門街91~120號,17.64,都市：其他:住宅區,,,1090829,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,128.55,2,2,1,有,有,8600000,75221,坡道平面,36.82,1700000,預售屋、或土地及建物分次登記案件;,RPOWNLSKKHGGFAH68DA,57.47,0.0,4.9,有,
桃園區,房地(土地+建物)+車位,門街91~120號,17.64,都市：其他:住宅區,,,1090612,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,128.55,2,2,1,有,有,8380000,72822,坡道平面,36.82,1700000,預售屋、或土地及建物分次登記案件;,RPPWNLSKKHGGFAH78DA,57.47,0.0,4.9,有,
桃園區,房地(土地+建物)+車位,門街91~120號,22.28,都市：其他:住宅區,,,1090502,土地1建物1車位2,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,187.46,3,2,2,有,有,11750000,70073,坡道平面,72.58,3700000,預售屋、或土地及建物分次登記案件;,RPQWNLSKKHGGFAH88DA,70.73,0.0,7.33,有,
桃園區,房地(土地+建物)+車位,門街91~120號,20.67,都市：其他:住宅區,,,1090502,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,144.48,3,2,2,有,有,9960000,74865,坡道平面,36.82,1900000,預售屋、或土地及建物分次登記案件;,RPRWNLSKKHGGFAH98DA,65.96,0.0,7.2,有,
桃園區,房地(土地+建物)+車位,門街91~120號,22.34,都市：其他:住宅區,,,1091025,土地1建物1車位2,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,188.7,3,2,2,有,有,11800000,71267,坡道平面,73.64,3600000,預售屋、或土地及建物分次登記案件;,RPSWNLSKKHGGFAH09DA,69.23,0.0,9.01,有,
桃園區,房地(土地+建物)+車位,門街91~120號,15.28,都市：其他:住宅區,,,1090708,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,116.12,2,2,1,有,有,7600000,75662,坡道平面,36.82,1600000,預售屋、或土地及建物分次登記案件;,RPTWNLSKKHGGFAH56DA,50.66,0.0,3.25,有,
桃園區,房地(土地+建物)+車位,門街91~120號,15.28,都市：其他:住宅區,,,1090630,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,116.12,2,2,1,有,有,7500000,74401,坡道平面,36.82,1600000,預售屋、或土地及建物分次登記案件;,RPWWNLSKKHGGFAH86DA,50.66,0.0,3.25,有,
桃園區,房地(土地+建物)+車位,門街91~120號,15.28,都市：其他:住宅區,,,1090530,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,115.05,2,2,1,有,有,7330000,73528,坡道平面,35.76,1500000,預售屋、或土地及建物分次登記案件;,RPXWNLSKKHGGFAH96DA,50.66,0.0,3.25,有,
桃園區,房地(土地+建物)+車位,門街91~120號,21.82,都市：其他:住宅區,,,1091209,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,150.57,3,2,2,有,有,10050000,74286,坡道平面,36.82,1600000,預售屋、或土地及建物分次登記案件;,RPONOLSKKHGGFAH87DA,69.82,0.0,7.49,有,
桃園區,房地(土地+建物)+車位,門街91~120號,15.28,都市：其他:住宅區,,,1090531,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,116.12,2,2,1,有,有,7570000,74023,坡道平面,36.82,1700000,預售屋、或土地及建物分次登記案件;,RPPNOLSKKHGGFAH97DA,50.66,0.0,3.25,有,
桃園區,房地(土地+建物)+車位,門街91~120號,20.67,都市：其他:住宅區,,,1091007,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091211,143.41,3,2,2,有,有,9650000,75708,坡道平面,35.76,1500000,預售屋、或土地及建物分次登記案件;,RPQNOLSKKHGGFAH08DA,65.96,0.0,7.2,有,
桃園區,房地(土地+建物)+車位,新埔七街151~180號,14.97,都市：其他:商業區,,,1090807,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091118,158.22,3,2,2,有,有,12780000,89967,坡道平面,32.84,1500000,,RPUOMLTJKHGGFAH38DA,75.33,0.0,9.92,有,
桃園區,房地(土地+建物)+車位,新埔七街151~180號,14.97,都市：其他:商業區,,,1090619,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091118,157.11,3,2,2,有,有,12650000,88531,坡道平面,31.73,1550000,,RPVOMLTJKHGGFAH48DA,75.33,0.0,9.92,有,
桃園區,房地(土地+建物)+車位,新埔七街181~210號,10.31,都市：其他:商業區,,,1090309,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091118,118.57,2,2,1,有,有,8900000,86318,坡道平面,32.84,1500000,,RPQPMLTJKHGGFAH08DA,52.61,0.0,5.7,有,
桃園區,房地(土地+建物)+車位,新埔七街181~210號,10.31,都市：其他:商業區,,,1081229,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091118,118.57,2,2,1,有,有,9180000,89584,坡道平面,32.84,1500000,,RPRPMLTJKHGGFAH18DA,52.61,0.0,5.7,有,
桃園區,房地(土地+建物)+車位,新埔七街181~210號,10.43,都市：其他:商業區,,,1090331,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091118,119.55000000000001,2,2,1,有,有,9110000,87764,坡道平面,32.84,1500000,,RPSPMLTJKHGGFAH28DA,50.94,0.0,7.98,有,
桃園區,房地(土地+建物)+車位,新埔七街181~210號,13.9,都市：其他:商業區,,,1090405,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091118,149.02,3,2,2,有,有,11700000,86934,坡道平面,32.84,1600000,,RPTPMLTJKHGGFAH38DA,71.65,0.0,7.36,有,
桃園區,房地(土地+建物),泰山街1~30號,8.34,都市：其他:住宅區,,,1100124,土地1建物1車位0,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851113,76.94,2,2,1,有,有,3850000,50039,,0.0,0,,RPUOMLRKKHGGFAH28DA,57.44,0.0,6.19,有,
桃園區,房地(土地+建物)+車位,正光路301~330號,31.98,都市：其他:第一之一種住宅區,,,1091115,土地1建物1車位1,十七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080814,218.54,3,2,2,有,有,21900000,103842,坡道平面,23.05,1600000,,RPUTMLSKKHGGFAH88DA,111.46,6.33,10.88,有,
桃園區,房地(土地+建物)+車位,民生路661~690號,16.63,都市：其他:住宅區,,,1091223,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860925,125.22,2,2,1,有,有,7340000,58617,坡道平面,0.0,0,陽台外推;,RPUNMLTKKHGGFAH38DA,65.17,0.0,7.5,有,
桃園區,房地(土地+建物)+車位,中埔二街61~90號,7.9,都市：其他:住宅區,,,1091222,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921121,106.87,2,2,2,有,有,7200000,67372,坡道平面,0.0,0,,RPSOMLTKKHGGFAH28DA,46.27,0.77,19.23,有,
中壢區,房地(土地+建物),中園路31~60號,3.76,都市：其他:住宅區,,,1100120,土地1建物1車位0,十四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990522,46.93,0,0,0,無,有,2800000,59663,,0.0,0,,RPPNMLKLKHGGFBH17DA,24.76,0.0,6.33,有,
蘆竹區,房地(土地+建物)+車位,忠孝西路182巷1~30號,25.69,都市：其他:住宅區,,,1091223,土地1建物1車位2,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010426,241.41,4,2,2,有,有,18420000,76302,坡道平面,60.14,0,,RPVNMLRKKHGGFEH68DA,108.66,4.18,13.82,有,36.0
蘆竹區,房地(土地+建物)+車位,南山路一段61~90號,11.33,都市：其他:住宅區,,,1100114,土地1建物1車位1,八層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840811,152.58999999999997,3,2,2,有,有,6050000,39649,坡道平面,0.0,0,,RPOOMLRKKHGGFEH08DA,76.4,3.13,6.29,有,
蘆竹區,房地(土地+建物)+車位,忠孝西路182巷1~30號,27.2,都市：其他:住宅區,,,1091130,土地1建物1車位1,六層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020918,215.36,4,2,2,有,有,15000000,69651,坡道平面,25.96,0,親友、員工、共有人或其他特殊關係間之交易;,RPTNMLTKKHGGFEH68DA,113.74,7.38,13.07,有,37.0
平鎮區,房地(土地+建物)+車位,南京路102巷1~30號,18.55,都市：其他:住宅區,,,1100101,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041006,135.87,2,2,1,有,有,5800000,42688,坡道平面,38.69,0,,RPPOMLPJJHGGFGH97DA,59.57,2.27,4.91,有,40.0
平鎮區,房地(土地+建物),中庸路121~150號,14.96,都市：其他:商業區,,,1100126,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941006,98.5,3,2,2,有,有,5430000,55127,,0.0,0,,RPROMLSKKHGGFGH68DA,68.41,1.16,7.62,有,41.0
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,11.66,都市：其他:第五種住宅區,,,1081014,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,107.61,3,2,1,有,有,7180000,71725,坡道平面,25.63,1300000,預售屋、或土地及建物分次登記案件;,RPWQMLNKJIPFFHH17DA,47.97,2.78,3.71,有,
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,11.66,都市：其他:第五種住宅區,,,1081018,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,109.43,3,2,1,有,有,7380000,74337,坡道平面,27.64,1300000,預售屋、或土地及建物分次登記案件;,RPRUMLNKJIPFFHH07DA,48.09,2.78,3.46,有,
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,11.66,都市：其他:第五種住宅區,,,1080704,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,109.35,3,2,1,有,有,7420000,74287,坡道平面,27.64,1350000,預售屋、或土地及建物分次登記案件;,RPWUMLNKJIPFFHH57DA,48.04,2.78,3.46,有,
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,16.55,都市：其他:第五種住宅區,,,1090801,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,148.39999999999998,3,2,2,有,有,10330000,74362,坡道平面,27.64,1350000,預售屋、或土地及建物分次登記案件;,RPTNMLPKJIPFFHH76DA,68.38,3.71,8.21,有,
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,14.29,都市：其他:第五種住宅區,,,1090415,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,129.64,3,2,2,有,有,8800000,72549,坡道平面,27.64,1400000,預售屋、或土地及建物分次登記案件;,RPTOMLPKJIPFFHH86DA,58.79,4.5,4.55,有,
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,10.15,都市：其他:第五種住宅區,,,1080530,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,102.33,2,2,1,有,有,6490000,70275,坡道平面,29.9,1400000,預售屋、或土地及建物分次登記案件;,RPWUMLPKJIPFFHH77DA,41.79,3.38,2.97,有,
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,10.15,都市：其他:第五種住宅區,,,1080520,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,100.47999999999999,2,2,1,有,有,6700000,72762,坡道平面,27.64,1400000,預售屋、或土地及建物分次登記案件;,RPTRMLQKJIPFFHH27DA,42.08,3.23,3.05,有,
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,16.55,都市：其他:第五種住宅區,,,1090801,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,146.39,3,2,2,有,有,10680000,76433,坡道平面,25.63,1450000,預售屋、或土地及建物分次登記案件;,RPXRMLQKJIPFFHH67DA,68.38,3.71,8.21,有,
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,16.92,都市：其他:第五種住宅區,,,1090724,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,149.87,3,2,2,有,有,10560000,74532,坡道平面,27.64,1450000,預售屋、或土地及建物分次登記案件;,RPPNMLRKJIPFFHH56DA,69.17,3.89,8.22,有,
龜山區,房地(土地+建物)+車位,牛角坡路241~270號,18.91,都市：其他:第五種住宅區,,,1100127,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090909,174.51999999999998,3,2,2,有,有,12450000,71339,坡道平面,0.0,0,,RPWUOLPJKHGGFHH07DA,88.02,0.0,10.31,有,43.0
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,13.91,都市：其他:第五種住宅區,,,1091120,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,121.91999999999999,3,2,2,有,有,9370000,82414,坡道平面,27.64,1600000,預售屋、或土地及建物分次登記案件;,RPOPMLRKKHGGFHH48DA,56.93,0.0,4.69,有,
龜山區,房地(土地+建物)+車位,牛角坡路241~270號,12.71,都市：其他:第五種住宅區,,,1091223,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090909,126.22,2,2,1,有,有,8880000,78939,坡道平面,30.83,1350000,,RPWNMLSKKHGGFHH56DA,57.18,0.0,8.16,有,
龜山區,房地(土地+建物),牛角坡路241~270號,8.0,都市：其他:第五種住宅區,,,1091228,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090909,62.11,1,1,1,有,有,4730000,76155,,0.0,0,,RPOOMLSKKHGGFHH48DA,38.67,0.0,3.86,有,
龜山區,房地(土地+建物)+車位,牛角坡路241~270號,16.62,都市：其他:第五種住宅區,,,1100118,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090909,159.54000000000002,3,2,2,有,有,10880000,71270,坡道平面,33.54,1900000,,RPPOMLSKKHGGFHH58DA,77.13,0.0,9.12,有,
龜山區,房地(土地+建物)+車位,牛角坡路241~270號,12.13,都市：其他:第五種住宅區,,,1080830,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090909,121.86000000000001,2,2,1,有,有,8080000,68439,坡道平面,30.83,1850000,,RPROMLSKKHGGFHH78DA,54.06,0.0,8.28,有,
龜山區,房地(土地+建物)+車位,長慶三街1~30號,20.16,都市：其他:第四種住宅區,,,1091228,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080924,149.3,3,2,2,有,有,10200000,65054,坡道平面,23.25,2000000,,RPWOMLSKKHGGFHH66DA,78.34,0.0,8.05,有,
龜山區,房地(土地+建物)+車位,文青路361~390號,19.07,都市：其他:第三種住宅區。,,,1100122,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090603,135.0,3,2,2,有,有,10660000,80382,坡道機械,13.58,900000,,RPOPMLSKKHGGFHH58DA,73.77,1.4,6.91,有,
龜山區,房地(土地+建物)+車位,牛角坡路241~270號,13.3,都市：其他:第五種住宅區,,,1071030,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090909,130.97,2,2,1,有,有,8640000,66806,坡道平面,30.83,1950000,,RPUQMLTKKHGGFHH76DA,60.78,0.0,7.76,有,
桃園區,房地(土地+建物)+車位,經國二路91~120號,15.99,都市：其他:商業區,,,1080724,土地1建物1車位1,二十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091112,162.3,3,2,2,有,無,14750000,96928,坡道平面,25.6,1500000,預售屋、或土地及建物分次登記案件;,RPVNMLSJKHGGFAH38EA,78.37,5.92,5.44,有,
桃園區,房地(土地+建物)+車位,經國二路91~120號,11.07,都市：其他:商業區,,,1061224,土地1建物1車位1,十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091112,117.58000000000001,2,2,2,有,無,10130000,92738,坡道平面,25.6,1600000,含裝潢費580000元;預售屋、或土地及建物分次登記案件;,RPWNMLSJKHGGFAH48EA,52.52,3.15,4.32,有,
