鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
桃園區,房地(土地+建物),大興西路二段181~210號,6.27,都市：其他:住宅區,,,1100102,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921114,60.21,1,1,1,有,有,5000000,83043,,0.0,0,,RPPOMLTKKHGGFAH97DA,35.05,0.86,7.44,有,111.0
桃園區,房地(土地+建物)+車位,國強一街271~300號,13.18,都市：其他:商業區,,,1100107,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910620,154.25,3,2,2,有,有,8300000,53809,坡道平面,0.0,0,,RPTPMLTKKHGGFAH48DA,84.11,1.8,8.91,有,
桃園區,房地(土地+建物)+車位,文中路601~630號,19.95,都市：其他:第二種住宅區,,,1100117,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011219,158.42000000000002,3,2,2,有,有,9750000,61545,坡道平面,33.34,0,,RPVQMLTKKHGGFAH78DA,74.66,2.28,8.64,有,114.0
桃園區,房地(土地+建物)+車位,藝文一街61~90號,22.19,都市：其他:商業區,,,1091218,土地1建物1車位1,二十二層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090106,258.61,3,2,3,有,有,33000000,132233,坡道平面,27.2,2400000,,RPUNMLSKJHGGFAH18DA,129.49,0.0,23.61,有,
桃園區,房地(土地+建物),吉安一街151~180號,11.3,都市：其他:第一之二種住宅區,,,1100110,土地1建物1車位0,二十層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070323,79.25,1,1,1,有,有,8260000,104227,,0.0,0,,RPROMLSKKHGGFAH08DA,46.88,3.45,2.39,有,
桃園區,房地(土地+建物),民生路1~30號,7.93,都市：其他:商業區,,,1100101,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090102,68.56,1,1,1,有,有,8400000,122520,,0.0,0,,RPRNMLTKKHGGFAH08DA,70.25,1.64,6.53,有,
桃園區,房地(土地+建物)+車位,正光路181~210號,42.26,都市：其他:第一之一種住宅區,,,1091108,土地1建物1車位2,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070507,323.92999999999995,3,2,3,有,有,31280000,102545,坡道平面,50.1,3200000,,RPWSMLPJKHGGFAH58DA,166.09,4.15,17.74,有,
桃園區,房地(土地+建物)+車位,藝文二街61~90號,39.9,都市：其他:商業區,,,1100123,土地1建物1車位3,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020815,474.69,3,2,3,有,有,45900000,99854,坡道平面,76.11,6100000,,RPSRMLPJKHGGFAH08DA,236.83,3.9,27.28,有,
桃園區,房地(土地+建物)+車位,藝文一街61~90號,22.19,都市：其他:商業區,,,1090528,土地1建物1車位2,十六層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090106,285.81,3,2,3,有,有,32650000,121213,坡道平面,54.4,4600000,,RPRNMLPJKHGGFAH57DA,129.49,0.0,23.61,有,
桃園區,房地(土地+建物)+車位,同安街571~600號,25.86,都市：其他:住宅區,,,1091231,土地1建物1車位1,十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890707,251.1,5,2,2,有,有,18800000,78404,坡道平面,33.0,1700000,,RPTOMLLMKIPFFAH68DA,151.18,1.53,17.55,有,
桃園區,房地(土地+建物)+車位,藝文二街61~90號,39.9,都市：其他:商業區,,,1091127,土地1建物1車位3,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020815,469.25,3,2,3,有,有,44300000,99857,坡道平面,70.68,4500000,,RPVPMLSJJHGGFAH38DA,236.83,3.9,27.28,有,
桃園區,房地(土地+建物)+車位,正光路181~210號,50.5,都市：其他:第一之一種住宅區,,,1091212,土地1建物1車位2,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070507,378.81,4,2,3,有,有,37800000,105260,坡道平面,50.1,3200000,,RPPVMLLJKHGGFAH77DA,200.55,5.63,18.79,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,16.26,都市：其他:商業區,,,1090605,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,158.85,3,2,2,有,有,11830000,79844,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPRVMLLJKHGGFAH97DA,78.61,0.0,10.41,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,16.26,都市：其他:商業區,,,1091103,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,158.85,3,2,2,有,有,11720000,79002,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPTVMLLJKHGGFAH18DA,78.61,0.0,10.41,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,11.24,都市：其他:商業區,,,1090329,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,118.4,2,2,1,有,有,8240000,75848,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPPWMLLJKHGGFAH87DA,57.11,0.0,4.36,有,
桃園區,房地(土地+建物),幸福路61~90號,11.57,都市：其他:商業區,,,1090921,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,93.3,2,2,1,有,有,7200000,77170,,0.0,0,預售屋、或土地及建物分次登記案件;,RPSWMLLJKHGGFAH18DA,59.62,0.0,4.0,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,11.62,都市：其他:商業區,,,1090929,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,121.53,2,2,1,有,有,8500000,76090,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPTWMLLJKHGGFAH28DA,59.62,0.0,4.0,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,11.62,都市：其他:商業區,,,1090622,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,121.53,2,2,1,有,有,8670000,75769,坡道平面,28.22,1600000,預售屋、或土地及建物分次登記案件;,RPXWMLLJKHGGFAH68DA,59.62,0.0,4.0,有,
桃園區,房地(土地+建物),幸福路61~90號,13.04,都市：其他:商業區,,,1090401,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,105.35,2,2,1,有,有,7750000,73564,,0.0,0,預售屋、或土地及建物分次登記案件;,RPPNNLLJKHGGFAH07DA,64.5,0.0,7.27,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,20.9,都市：其他:商業區,,,1081122,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,196.38,3,2,2,有,有,14580000,77188,坡道平面,28.22,1600000,預售屋、或土地及建物分次登記案件;,RPURMLMJKHGGFAH97DA,102.74,0.0,11.89,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,21.06,都市：其他:商業區,,,1091011,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,197.82,3,2,2,有,有,14880000,77712,坡道平面,28.22,1700000,預售屋、或土地及建物分次登記案件;,RPXRMLMJKHGGFAH28DA,103.99,0.0,11.59,有,
桃園區,房地(土地+建物),幸福路61~90號,11.19,都市：其他:商業區,,,1090418,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,90.18,2,2,1,有,有,7380000,81836,,0.0,0,預售屋、或土地及建物分次登記案件;,RPRSMLMJKHGGFAH77DA,57.11,0.0,4.36,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,11.24,都市：其他:商業區,,,1090905,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,118.4,2,2,1,有,有,8680000,79619,坡道平面,28.22,1500000,預售屋、或土地及建物分次登記案件;,RPTSMLMJKHGGFAH97DA,57.11,0.0,4.36,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,11.62,都市：其他:商業區,,,1090714,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,121.53,2,2,1,有,有,8260000,73518,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPWSMLMJKHGGFAH28DA,59.62,0.0,4.0,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,11.62,都市：其他:商業區,,,1100113,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,121.53,2,2,1,有,有,9780000,86593,坡道平面,28.22,1700000,預售屋、或土地及建物分次登記案件;,RPXSMLMJKHGGFAH38DA,59.62,0.0,4.0,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,11.62,都市：其他:商業區,,,1090713,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,121.53,2,2,1,有,有,8460000,75662,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPOTMLMJKHGGFAH57DA,59.62,0.0,4.0,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,13.1,都市：其他:商業區,,,1090709,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,133.57,2,2,1,有,有,9000000,72140,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPQTMLMJKHGGFAH77DA,64.5,0.0,7.27,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,13.1,都市：其他:商業區,,,1090530,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,133.57,2,2,1,有,有,9680000,75748,坡道平面,28.22,1700000,預售屋、或土地及建物分次登記案件;,RPVTMLMJKHGGFAH28DA,64.5,0.0,7.27,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,13.1,都市：其他:商業區,,,1090905,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,133.57,2,2,1,有,有,9800000,77836,坡道平面,28.22,1600000,預售屋、或土地及建物分次登記案件;,RPXTMLMJKHGGFAH48DA,64.5,0.0,7.27,有,
桃園區,房地(土地+建物)+車位,幸福路31~60號,13.86,都市：其他:商業區,,,1081127,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,139.59,2,2,1,有,有,10310000,77310,坡道平面,28.22,1700000,預售屋、或土地及建物分次登記案件;,RPOUMLMJKHGGFAH67DA,135.38,0.0,12.24,有,
桃園區,房地(土地+建物)+車位,幸福路31~60號,13.86,都市：其他:商業區,,,1090616,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,139.59,2,2,1,有,有,10600000,79914,坡道平面,28.22,1700000,預售屋、或土地及建物分次登記案件;,RPRUMLMJKHGGFAH97DA,70.88,0.0,4.97,有,
桃園區,房地(土地+建物)+車位,幸福路31~60號,11.57,都市：其他:商業區,,,1081203,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,120.87,2,2,1,有,有,8200000,71236,坡道平面,28.22,1600000,預售屋、或土地及建物分次登記案件;,RPSUMLMJKHGGFAH08DA,58.83,0.0,4.38,有,
桃園區,房地(土地+建物),中正路901~930號,9.89,都市：其他:住宅區,,,1091203,土地1建物1車位0,二十三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840225,108.31,3,2,2,有,有,7900000,72939,,0.0,0,,RPUNMLNJKHGGFAH67DA,71.02,1.83,5.42,有,123.0
桃園區,房地(土地+建物)+車位,幸福路31~60號,11.57,都市：其他:商業區,,,1091121,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,120.87,2,2,1,有,有,8890000,80842,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPWPMLOJKHGGFAH18DA,58.83,0.0,4.38,有,
桃園區,房地(土地+建物)+車位,幸福路31~60號,11.3,都市：其他:商業區,,,1081117,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,119.02000000000001,2,2,1,有,有,7820000,70705,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPRQMLOJKHGGFAH77DA,57.46,0.0,4.38,有,
桃園區,房地(土地+建物)+車位,幸福路31~60號,11.3,都市：其他:商業區,,,1090208,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,119.02000000000001,2,2,1,有,有,8250000,73238,坡道平面,28.22,1600000,預售屋、或土地及建物分次登記案件;,RPVQMLOJKHGGFAH18DA,57.46,0.0,4.38,有,
桃園區,房地(土地+建物)+車位,幸福路31~60號,16.26,都市：其他:商業區,,,1090915,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,159.06,3,2,2,有,有,11300000,74136,坡道平面,28.22,1600000,預售屋、或土地及建物分次登記案件;,RPWQMLOJKHGGFAH28DA,78.96,0.0,10.27,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,20.95,都市：其他:商業區,,,1090302,土地1建物1車位2,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,224.6,3,2,2,有,有,15870000,77724,坡道平面,56.44,2800000,預售屋、或土地及建物分次登記案件;,RPORMLOJKHGGFAH57DA,102.74,0.0,11.89,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,21.12,都市：其他:商業區,,,1090616,土地1建物1車位2,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,226.04,3,2,2,有,有,16580000,77712,坡道平面,56.44,3400000,預售屋、或土地及建物分次登記案件;,RPPRMLOJKHGGFAH67DA,103.99,0.0,11.59,有,
桃園區,房地(土地+建物)+車位,幸福路31~60號,18.72,都市：其他:商業區,,,1090911,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,178.76,3,2,2,有,有,12770000,74200,坡道平面,28.22,1600000,預售屋、或土地及建物分次登記案件;,RPSRMLOJKHGGFAH97DA,93.14,0.0,9.47,有,
桃園區,房地(土地+建物)+車位,幸福路31~60號,18.72,都市：其他:商業區,,,1090720,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,178.76,3,2,2,有,有,14100000,82370,坡道平面,28.22,1700000,預售屋、或土地及建物分次登記案件;,RPTRMLOJKHGGFAH08DA,93.14,0.0,9.47,有,
桃園區,房地(土地+建物)+車位,幸福路31~60號,18.66,都市：其他:商業區,,,1091031,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,178.76,3,2,2,有,有,14200000,83699,坡道平面,28.22,1600000,預售屋、或土地及建物分次登記案件;,RPURMLOJKHGGFAH18DA,93.14,0.0,9.47,有,
桃園區,房地(土地+建物)+車位,幸福路31~60號,18.72,都市：其他:商業區,,,1090905,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,178.76,3,2,2,有,有,12760000,75462,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPVRMLOJKHGGFAH28DA,93.14,0.0,9.47,有,
桃園區,房地(土地+建物)+車位,幸福路31~60號,15.77,都市：其他:商業區,,,1091007,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,155.1,3,2,2,有,有,11280000,76293,坡道平面,28.22,1600000,預售屋、或土地及建物分次登記案件;,RPWRMLOJKHGGFAH38DA,75.31,0.0,11.18,有,
桃園區,房地(土地+建物)+車位,幸福路31~60號,11.79,都市：其他:商業區,,,1090610,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,122.95,2,2,1,有,有,9100000,81284,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPQSMLOJKHGGFAH87DA,54.71,0.0,9.85,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,16.7,都市：其他:商業區,,,1091205,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,162.61,3,2,2,有,有,13880000,90632,坡道平面,28.22,1700000,預售屋、或土地及建物分次登記案件;,RPSSMLOJKHGGFAH08DA,80.28,0.0,11.29,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,18.66,都市：其他:商業區,,,1090710,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,178.5,4,2,2,有,有,12900000,74528,坡道平面,28.22,1700000,預售屋、或土地及建物分次登記案件;,RPTSMLOJKHGGFAH18DA,90.11,0.0,12.24,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,12.01,都市：其他:商業區,,,1090707,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,124.97,2,2,1,有,有,8450000,72868,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPUSMLOJKHGGFAH28DA,60.24,0.0,5.61,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,12.01,都市：其他:商業區,,,1090707,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,124.97,2,2,1,有,有,8650000,74935,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPVSMLOJKHGGFAH38DA,60.24,0.0,5.61,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,12.01,都市：其他:商業區,,,1090923,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,124.97,2,2,1,有,有,9280000,79380,坡道平面,28.22,1600000,預售屋、或土地及建物分次登記案件;,RPOTMLOJKHGGFAH77DA,60.24,0.0,5.61,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,11.24,都市：其他:商業區,,,1090329,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,118.4,2,2,1,有,有,8350000,77068,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPQTMLOJKHGGFAH97DA,57.11,0.0,4.36,有,
桃園區,房地(土地+建物)+車位,文中三路61~90號,16.48,都市：其他:住宅區,,,1100110,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081015,129.42,3,2,1,有,有,10000000,79728,坡道平面,26.57,1800000,,RPSNMLKKJHGGFAH17DA,62.5,0.0,7.77,有,124.0
桃園區,房地(土地+建物)+車位,幸福路181~210號,17.99,都市：其他:住宅區,,,1091027,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090227,129.28,2,2,1,有,有,10150000,80319,坡道平面,25.32,1800000,,RPSNMLKLJHGGFAH27DA,366.88,14.06,30.05,有,
桃園區,房地(土地+建物)+車位,中埔六街91~120號,14.4,都市：其他:住宅區,,,1100109,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880721,147.69,3,2,2,有,有,11800000,79897,坡道平面,23.3,0,,RPUPMLRLJHGGFAH38DA,80.54,2.11,16.36,有,
桃園區,房地(土地+建物)+車位,藝文二街91~120號,58.91,都市：其他:商業區,,,1091129,土地1建物1車位4,十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020815,696.76,4,2,4,有,有,66360000,99815,坡道平面,96.05,6400000,,RPPNMLTLJHGGFAH87DA,361.6,6.51,36.19,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,13.1,都市：其他:商業區,,,1091127,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,133.57,2,2,1,有,有,9980000,79544,坡道平面,28.22,1600000,預售屋、或土地及建物分次登記案件;,RPVNMLPJKHGGFAH97DA,64.5,0.0,7.27,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,11.62,都市：其他:商業區,,,1090720,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,122.74,2,2,1,有,有,8780000,75884,坡道平面,29.44,1700000,預售屋、或土地及建物分次登記案件;,RPROMLPJKHGGFAH67DA,59.62,0.0,4.0,有,
桃園區,房地(土地+建物)+車位,幸福路31~60號,11.57,都市：其他:商業區,,,1090607,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,119.9,2,2,1,有,有,8420000,76848,坡道平面,27.25,1300000,含裝潢費;預售屋、或土地及建物分次登記案件;,RPSOMLPJKHGGFAH77DA,58.83,0.0,4.38,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,16.26,都市：其他:商業區,,,1090506,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,158.85,3,2,2,有,有,11600000,76552,坡道平面,28.22,1600000,預售屋、或土地及建物分次登記案件;,RPTOMLPJKHGGFAH87DA,78.61,0.0,10.41,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,11.24,都市：其他:商業區,,,1090522,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,118.4,2,2,1,有,有,7870000,71745,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPUOMLPJKHGGFAH97DA,57.11,0.0,4.36,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,11.24,都市：其他:商業區,,,1090519,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,118.4,2,2,1,有,有,8450000,75959,坡道平面,28.22,1600000,預售屋、或土地及建物分次登記案件;,RPWOMLPJKHGGFAH18DA,57.11,0.0,4.36,有,
桃園區,房地(土地+建物),幸福路61~90號,11.57,都市：其他:商業區,,,1090813,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,93.3,2,2,1,有,有,7500000,80386,,0.0,0,預售屋、或土地及建物分次登記案件;,RPXOMLPJKHGGFAH28DA,59.62,0.0,4.0,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,13.1,都市：其他:商業區,,,1090805,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,133.57,2,2,1,有,有,9790000,79639,坡道平面,28.22,1400000,含裝潢費;預售屋、或土地及建物分次登記案件;,RPOPMLPJKHGGFAH47DA,64.5,0.0,7.27,有,
桃園區,房地(土地+建物)+車位,幸福路31~60號,13.15,都市：其他:商業區,,,1090731,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,133.70999999999998,2,2,1,有,有,9150000,73467,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPQPMLPJKHGGFAH67DA,66.3,0.0,5.61,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,16.75,都市：其他:商業區,,,1090111,土地1建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,190.83999999999997,3,2,2,有,有,13270000,73438,坡道平面,56.44,3400000,預售屋、或土地及建物分次登記案件;,RPUPMLPJKHGGFAH08DA,80.28,0.0,11.29,有,
桃園區,房地(土地+建物),幸福路61~90號,11.57,都市：其他:商業區,,,1091011,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,93.3,2,2,1,有,有,7980000,85531,,0.0,0,預售屋、或土地及建物分次登記案件;,RPVPMLPJKHGGFAH18DA,59.62,0.0,4.0,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,13.1,都市：其他:商業區,,,1091203,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,133.57,2,2,1,有,有,10460000,84101,坡道平面,28.22,1600000,預售屋、或土地及建物分次登記案件;,RPWPMLPJKHGGFAH28DA,64.5,0.0,7.27,有,
桃園區,房地(土地+建物)+車位,幸福路31~60號,13.86,都市：其他:商業區,,,1090421,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,139.59,2,2,1,有,有,10100000,78118,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPOQMLPJKHGGFAH57DA,70.88,0.0,4.97,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,16.81,都市：其他:商業區,,,1091119,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,163.27,3,2,2,有,有,12550000,80341,坡道平面,28.22,1700000,預售屋、或土地及建物分次登記案件;,RPPQMLPJKHGGFAH67DA,80.22,0.0,11.76,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,16.26,都市：其他:商業區,,,1090723,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,158.85,3,2,2,有,有,11900000,78849,坡道平面,28.22,1600000,預售屋、或土地及建物分次登記案件;,RPTQMLPJKHGGFAH08DA,78.61,0.0,10.41,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,11.24,都市：其他:商業區,,,1090504,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,117.43,2,2,1,有,有,8500000,79840,坡道平面,27.25,1300000,預售屋、或土地及建物分次登記案件;,RPVQMLPJKHGGFAH28DA,57.11,0.0,4.36,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,11.62,都市：其他:商業區,,,1091013,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,121.53,2,2,1,有,有,9000000,81449,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPWQMLPJKHGGFAH38DA,59.62,0.0,4.0,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,13.1,都市：其他:商業區,,,1090723,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,132.6,2,2,1,有,有,9350000,73564,坡道平面,27.25,1600000,預售屋、或土地及建物分次登記案件;,RPXQMLPJKHGGFAH48DA,64.5,0.0,7.27,有,
桃園區,房地(土地+建物)+車位,幸福路61~90號,13.1,都市：其他:商業區,,,1090812,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,132.6,2,2,1,有,有,9510000,76032,坡道平面,27.25,1500000,預售屋、或土地及建物分次登記案件;,RPORMLPJKHGGFAH67DA,64.5,0.0,7.27,有,
